,dt,vehicle_id,dtc_data,dtc_status
66,2023-01-20 00:06:02,617,P242f,pending
67,2023-01-20 03:32:48,474,P20f6,storred
68,2023-01-20 06:27:03,474,P20f6,storred
69,2023-01-20 06:54:24,474,P20f6,storred
70,2023-01-20 07:12:41,474,P20f6,storred
71,2023-01-20 07:41:50,474,P20f6,storred
72,2023-01-20 21:42:30,474,P20f6,storred
73,2023-01-20 22:08:13,474,P20f6,pending
74,2023-01-21 00:15:34,474,P20f6,storred
75,2023-01-21 00:15:39,474,P20f6,pending
76,2023-01-21 02:54:04,474,P20f6,storred
77,2023-01-21 02:54:06,474,P20f6,pending
78,2023-01-24 13:30:51,519,P20f6,pending
79,2023-01-24 13:55:11,519,P20f6,pending
80,2023-01-24 23:21:38,519,P20f6,pending
81,2023-01-26 02:36:02,617,P24c7,pending
82,2023-01-26 02:49:42,617,P24c7,pending
83,2023-01-26 02:58:43,474,P20f6,pending
84,2023-01-26 21:55:13,474,P20f6,pending
85,2023-01-27 01:23:01,474,P20f6,pending
86,2023-01-27 04:57:36,456,P02e5,pending
87,2023-01-27 06:11:50,474,P20f6,pending
88,2023-02-02 06:48:59,474,P20f6,pending
89,2023-02-02 08:25:49,415,P02e5,pending
90,2023-02-02 08:41:23,415,P02e5,pending
91,2023-02-02 08:54:55,415,P02e5,pending
92,2023-02-02 23:38:30,474,P20f6,pending
93,2023-02-03 23:36:53,617,P24c7,pending
94,2023-02-04 00:38:23,617,P24c7,pending
95,2023-02-04 00:58:02,617,P24c7,pending
96,2023-02-04 01:23:26,617,P24c7,pending
97,2023-02-04 01:52:01,617,P24c7,pending
98,2023-02-04 02:32:02,617,P24c7,pending
99,2023-02-04 03:57:24,617,P24c7,pending
100,2023-02-04 04:32:27,617,P24c7,pending
101,2023-02-07 22:26:57,617,P24c7,pending
102,2023-02-08 00:03:18,617,P24c7,pending
103,2023-02-08 01:14:22,415,P02e5,pending
104,2023-02-08 05:14:49,474,P20f6,pending
105,2023-02-08 07:07:39,617,P24c7,pending
106,2023-02-08 21:54:45,474,P20f6,pending
107,2023-02-10 00:07:58,617,P24c7,pending
108,2023-02-10 00:34:08,617,P24c7,pending
109,2023-02-10 03:42:39,617,P24c7,pending
110,2023-02-10 21:48:37,474,P20f6,pending
111,2023-02-11 02:29:50,456,P02e5,pending
112,2023-02-13 22:26:10,617,P24c7,pending
113,2023-02-14 05:44:33,617,P24c7,pending
114,2023-02-15 06:27:26,474,P20f6,pending
115,2023-02-15 08:34:55,519,P208e,pending
116,2023-02-15 10:00:33,519,P208e,pending
117,2023-02-15 21:41:38,474,P20f6,pending
118,2023-02-15 22:21:14,519,P208e,pending
119,2023-02-17 08:24:01,420,P0300,pending
120,2023-02-17 23:45:12,474,P20f6,pending
121,2023-02-18 01:00:39,474,P20f6,pending
122,2023-02-18 01:16:29,474,P20f6,pending
123,2023-02-18 07:09:26,420,P0300,pending
124,2023-02-18 07:50:25,420,P0300,pending
125,2023-02-18 08:19:29,456,P02e5,pending
126,2023-02-18 09:43:32,420,P0300,pending
127,2023-02-20 22:22:39,617,P24c7,pending
128,2023-02-21 00:11:26,617,P24c7,pending
129,2023-02-21 01:17:33,617,P24c7,pending
130,2023-02-21 01:48:37,420,P0300,pending
131,2023-02-21 02:10:38,617,P24c7,pending
132,2023-02-21 02:56:10,420,P0300,pending
133,2023-02-21 03:40:48,617,P24c7,pending
134,2023-02-22 04:02:31,420,P0300,pending
135,2023-02-22 06:32:18,420,P0300,pending
136,2023-02-22 06:41:34,420,P0300,storred
137,2023-02-22 07:47:31,420,P0300,storred
138,2023-02-22 07:47:33,420,P0300,pending
139,2023-02-22 23:46:45,420,P0300,storred
140,2023-02-22 23:46:47,420,P0300,pending
141,2023-02-23 06:33:52,420,P0300,storred
142,2023-02-23 23:42:54,420,P0300,storred
143,2023-02-24 01:31:54,420,P0300,storred
144,2023-02-24 03:03:04,420,P0300,storred
145,2023-02-24 07:49:51,420,P0300,storred
146,2023-02-24 22:51:18,474,P20f6,pending
147,2023-02-24 23:55:04,420,P0300,storred
148,2023-02-25 01:49:45,420,P0300,storred
149,2023-02-25 01:59:01,420,P0300,storred
150,2023-02-25 03:05:46,474,P20f6,pending
151,2023-02-25 04:03:29,420,P0300,storred
152,2023-02-25 06:45:41,420,P0300,storred
153,2023-02-25 08:06:46,420,P0300,storred
154,2023-02-27 21:44:19,474,P20f6,pending
155,2023-02-28 00:37:02,415,P02e5,pending
156,2023-02-28 00:39:14,420,P0300,storred
157,2023-02-28 01:24:40,420,P0300,storred
158,2023-02-28 01:47:42,420,P0300,storred
159,2023-02-28 01:56:18,420,P0300,storred
160,2023-02-28 06:40:12,420,P0300,storred
161,2023-02-28 07:07:49,420,P0300,storred
162,2023-02-28 07:07:52,420,P0300,pending
163,2023-02-28 07:46:46,420,P0300,storred
164,2023-02-28 07:46:58,420,P0300,pending
165,2023-02-28 23:42:06,420,P0300,storred
166,2023-03-01 01:52:56,420,P0300,storred
167,2023-03-01 02:29:30,420,P0300,storred
168,2023-03-01 03:40:22,420,P0300,storred
169,2023-03-01 05:13:28,420,P0300,storred
170,2023-03-01 06:33:45,474,P20f6,pending
171,2023-03-01 06:52:47,420,P0300,storred
172,2023-03-01 08:21:36,420,P0300,storred
173,2023-03-01 08:39:21,420,P0300,storred
174,2023-03-01 21:50:58,474,P20f6,pending
175,2023-03-02 00:37:53,420,P0300,storred
176,2023-03-02 00:47:48,420,P0300,pending
177,2023-03-02 07:05:36,420,P0300,storred
178,2023-03-02 08:07:42,420,P0300,storred
179,2023-03-02 23:53:59,420,P0300,storred
180,2023-03-03 02:07:06,420,P0300,storred
181,2023-03-03 04:45:41,420,P0300,storred
182,2023-03-03 07:04:06,420,P0300,storred
183,2023-03-03 07:16:26,420,P0300,storred
184,2023-03-03 07:55:40,420,P0300,storred
185,2023-03-03 08:04:35,420,P0300,storred
186,2023-03-03 23:17:34,420,P0300,storred
187,2023-03-04 02:31:02,420,P0300,storred
188,2023-03-04 03:20:10,420,P0300,storred
189,2023-03-04 06:41:58,420,P0300,storred
190,2023-03-04 06:42:00,420,P0300,pending
191,2023-03-04 08:17:34,420,P0300,storred
192,2023-03-04 08:17:36,420,P0300,pending
193,2023-03-04 08:56:04,420,P0300,storred
194,2023-03-04 08:56:06,420,P0300,pending
195,2023-03-06 12:26:05,519,P208e,pending
196,2023-03-06 12:47:09,519,P208e,pending
197,2023-03-06 22:07:48,519,P208e,pending
198,2023-03-06 22:11:53,474,P20f6,pending
199,2023-03-06 22:18:24,474,P20f6,pending
200,2023-03-06 23:40:02,420,P0300,storred
201,2023-03-06 23:40:04,420,P0300,pending
202,2023-03-07 00:26:39,474,P20f6,pending
203,2023-03-07 00:37:25,474,P2048,pending
204,2023-03-07 00:37:25,474, P20f6,pending
205,2023-03-07 00:37:25,474, P2047,pending
206,2023-03-07 02:24:03,420,P0300,storred
207,2023-03-07 02:24:04,420,P0300,pending
208,2023-03-07 03:11:06,474,P2048,pending
209,2023-03-07 03:11:06,474, P20f6,pending
210,2023-03-07 03:11:06,474, P2047,pending
211,2023-03-07 03:51:48,420,P0300,storred
212,2023-03-07 03:51:49,420,P0300,pending
213,2023-03-07 04:58:19,420,P0300,storred
214,2023-03-07 04:58:21,420,P0300,pending
215,2023-03-07 05:34:48,474,P2048,storred
216,2023-03-07 05:34:50,474,P2048,pending
217,2023-03-07 05:34:50,474, P20f6,pending
218,2023-03-07 06:46:15,420,P0300,storred
219,2023-03-07 06:46:16,420,P0300,pending
220,2023-03-07 06:53:49,474,P2048,storred
221,2023-03-07 06:53:51,474,P2048,pending
222,2023-03-07 06:53:51,474, P20f6,pending
223,2023-03-07 07:02:26,420,P0300,storred
224,2023-03-07 07:02:28,420,P0300,pending
225,2023-03-07 07:34:53,420,P0300,storred
226,2023-03-07 07:34:55,420,P0300,pending
227,2023-03-07 07:59:39,420,P0300,storred
228,2023-03-07 07:59:41,420,P0300,pending
229,2023-03-07 08:18:06,420,P0300,storred
230,2023-03-07 08:18:08,420,P0300,pending
231,2023-03-07 21:46:36,474,P2048,storred
232,2023-03-07 21:46:39,474,P2048,pending
233,2023-03-07 21:46:39,474, P20f6,pending
234,2023-03-07 23:03:26,420,P0300,storred
235,2023-03-07 23:03:27,420,P0300,pending
236,2023-03-07 23:51:32,420,P0300,storred
237,2023-03-07 23:51:34,420,P0300,pending
238,2023-03-08 00:40:15,420,P0300,storred
239,2023-03-08 00:40:17,420,P0300,pending
240,2023-03-08 01:37:09,420,P0300,storred
241,2023-03-08 01:37:12,420,P0300,pending
242,2023-03-08 02:03:56,420,P0300,storred
243,2023-03-08 02:48:18,420,P0300,storred
244,2023-03-08 03:06:25,474,P2048,storred
245,2023-03-08 03:06:28,474,P2048,pending
246,2023-03-08 03:06:28,474, P20f6,pending
247,2023-03-08 03:53:49,420,P0300,storred
248,2023-03-08 04:29:24,474,P2048,storred
249,2023-03-08 04:29:27,474,P2048,pending
250,2023-03-08 04:29:27,474, P20f6,pending
251,2023-03-08 06:22:56,474,P2048,storred
252,2023-03-08 06:22:59,474,P2048,pending
253,2023-03-08 06:22:59,474, P20f6,pending
254,2023-03-08 06:22:59,474, P2047,pending
255,2023-03-08 06:35:23,420,P0300,storred
256,2023-03-08 07:20:47,420,P0300,storred
257,2023-03-08 08:03:10,420,P0300,storred
258,2023-03-08 21:45:21,474,P2048,storred
259,2023-03-08 21:45:24,474,P2048,pending
260,2023-03-08 21:45:24,474, P20f6,pending
261,2023-03-08 21:45:24,474, P2047,pending
262,2023-03-08 22:07:56,474,P2048,storred
263,2023-03-08 22:07:56,474, P2047,storred
264,2023-03-08 22:07:58,474,P2048,pending
265,2023-03-08 22:07:58,474, P20f6,pending
266,2023-03-08 22:07:58,474, P2047,pending
267,2023-03-08 22:24:01,617,P24c7,pending
268,2023-03-08 23:30:21,617,P24c7,pending
269,2023-03-08 23:42:56,420,P0300,storred
270,2023-03-09 01:17:41,420,P0300,storred
271,2023-03-09 01:31:16,617,P24c7,pending
272,2023-03-09 01:56:03,474,P2048,storred
273,2023-03-09 01:56:03,474, P2047,storred
274,2023-03-09 01:56:06,474,P2048,pending
275,2023-03-09 01:56:06,474, P20f6,pending
276,2023-03-09 01:56:06,474, P2047,pending
277,2023-03-09 02:02:52,420,P0300,storred
278,2023-03-09 02:17:36,617,P24c7,pending
279,2023-03-09 02:37:19,617,P24c7,pending
280,2023-03-09 02:40:12,420,P0300,storred
281,2023-03-09 02:57:24,617,P24c7,pending
282,2023-03-09 03:24:06,617,P24c7,pending
283,2023-03-09 03:35:04,420,P0300,storred
284,2023-03-09 03:49:40,617,P24c7,pending
285,2023-03-09 04:10:21,420,P0300,storred
286,2023-03-09 04:11:05,474,P2048,storred
287,2023-03-09 04:11:05,474, P2047,storred
288,2023-03-09 04:11:08,474,P2048,pending
289,2023-03-09 04:11:08,474, P20f6,pending
290,2023-03-09 04:11:08,474, P2047,pending
291,2023-03-09 04:11:39,617,P24c7,pending
292,2023-03-09 04:30:27,617,P24c7,pending
293,2023-03-09 05:01:16,617,P24c7,pending
294,2023-03-09 05:54:30,617,P24c7,pending
295,2023-03-09 06:04:33,617,P24c7,pending
296,2023-03-09 06:21:24,474,P2048,storred
297,2023-03-09 06:21:24,474, P2047,storred
298,2023-03-09 06:21:27,474,P2048,pending
299,2023-03-09 06:21:27,474, P20f6,pending
300,2023-03-09 06:21:27,474, P2047,pending
301,2023-03-09 06:31:21,617,P24c7,pending
302,2023-03-09 06:38:09,420,P0300,storred
303,2023-03-09 07:59:39,474,P2048,storred
304,2023-03-09 07:59:39,474, P2047,storred
305,2023-03-09 07:59:41,474,P2048,pending
306,2023-03-09 07:59:41,474, P20f6,pending
307,2023-03-09 07:59:41,474, P2047,pending
308,2023-03-09 08:02:37,617,P24c7,pending
309,2023-03-09 08:31:22,420,P0300,storred
310,2023-03-09 22:06:56,474,P2048,storred
311,2023-03-09 22:06:56,474, P2047,storred
312,2023-03-09 22:06:58,474,P2048,pending
313,2023-03-09 22:06:58,474, P20f6,pending
314,2023-03-09 22:06:58,474, P2047,pending
315,2023-03-09 23:38:13,420,P0300,storred
316,2023-03-10 00:03:03,420,P0300,storred
317,2023-03-10 00:41:33,474,P2048,storred
318,2023-03-10 00:41:33,474, P2047,storred
319,2023-03-10 00:41:36,474,P2048,pending
320,2023-03-10 00:41:36,474, P20f6,pending
321,2023-03-10 00:41:36,474, P2047,pending
322,2023-03-10 01:12:38,420,P0300,storred
323,2023-03-10 02:10:41,474,P2048,storred
324,2023-03-10 02:10:41,474, P2047,storred
325,2023-03-10 02:10:44,474,P2048,pending
326,2023-03-10 02:10:44,474, P20f6,pending
327,2023-03-10 02:12:27,474,P2048,pending
328,2023-03-10 02:12:27,474, P20f6,pending
329,2023-03-10 02:12:27,474, P2047,pending
330,2023-03-10 03:08:37,474,P2048,storred
331,2023-03-10 03:08:37,474, P2047,storred
332,2023-03-10 03:08:39,474,P2048,pending
333,2023-03-10 03:08:39,474, P20f6,pending
334,2023-03-10 03:08:39,474, P2047,pending
335,2023-03-10 03:30:32,420,P0300,storred
336,2023-03-10 04:15:37,474,P2048,storred
337,2023-03-10 04:15:37,474, P2047,storred
338,2023-03-10 04:15:39,474,P2048,pending
339,2023-03-10 04:15:39,474, P20f6,pending
340,2023-03-10 04:15:39,474, P2047,pending
341,2023-03-10 04:30:38,474,P2048,storred
342,2023-03-10 04:30:38,474, P2047,storred
343,2023-03-10 04:30:41,474,P2048,pending
344,2023-03-10 04:30:41,474, P20f6,pending
345,2023-03-10 05:27:01,420,P0300,storred
346,2023-03-10 06:50:23,420,P0300,storred
347,2023-03-10 07:07:11,474,P2048,storred
348,2023-03-10 07:07:11,474, P2047,storred
349,2023-03-10 07:07:13,474,P2048,pending
350,2023-03-10 07:07:13,474, P20f6,pending
351,2023-03-10 07:19:15,420,P0300,storred
352,2023-03-10 07:22:25,474,P2048,storred
353,2023-03-10 07:22:25,474, P2047,storred
354,2023-03-10 07:22:28,474,P2048,pending
355,2023-03-10 07:22:28,474, P20f6,pending
356,2023-03-10 07:40:21,420,P0300,storred
357,2023-03-10 07:45:30,420,P0300,storred
358,2023-03-10 08:38:15,420,P0300,storred
359,2023-03-10 21:44:35,474,P2048,storred
360,2023-03-10 21:44:35,474, P2047,storred
361,2023-03-10 21:44:37,474,P2048,pending
362,2023-03-10 21:44:37,474, P20f6,pending
363,2023-03-10 21:52:21,474,P2048,pending
364,2023-03-10 21:52:21,474, P20f6,pending
365,2023-03-10 21:52:21,474, P2047,pending
366,2023-03-10 23:24:22,474,P2048,storred
367,2023-03-10 23:24:22,474, P2047,storred
368,2023-03-10 23:24:24,474,P2048,pending
369,2023-03-10 23:24:24,474, P20f6,pending
370,2023-03-10 23:24:24,474, P2047,pending
371,2023-03-10 23:39:21,420,P0300,storred
372,2023-03-11 01:33:42,474,P2048,storred
373,2023-03-11 01:33:42,474, P2047,storred
374,2023-03-11 01:33:44,474,P2048,pending
375,2023-03-11 01:33:44,474, P20f6,pending
376,2023-03-11 01:38:55,420,P0300,storred
377,2023-03-11 02:45:59,474,P2048,storred
378,2023-03-11 02:45:59,474, P2047,storred
379,2023-03-11 02:46:02,474,P2048,pending
380,2023-03-11 02:46:02,474, P20f6,pending
381,2023-03-11 03:45:48,420,P0300,storred
382,2023-03-11 06:53:22,474,P2048,storred
383,2023-03-11 06:53:22,474, P2047,storred
384,2023-03-11 06:53:24,474,P2048,pending
385,2023-03-11 06:53:24,474, P20f6,pending
386,2023-03-11 06:53:29,420,P0300,storred
387,2023-03-11 07:01:10,474,P2048,pending
388,2023-03-11 07:01:10,474, P20f6,pending
389,2023-03-11 07:01:10,474, P2047,pending
390,2023-03-11 07:22:12,474,P2048,pending
391,2023-03-11 07:22:12,474, P20f6,pending
392,2023-03-11 07:22:12,474, P2047,pending
393,2023-03-11 07:22:12,474, P208e,pending
394,2023-03-11 08:15:19,420,P0300,storred
395,2023-03-13 21:50:02,474,P2048,storred
396,2023-03-13 21:50:02,474, P2047,storred
397,2023-03-13 21:50:05,474,P2048,pending
398,2023-03-13 21:50:05,474, P20f6,pending
399,2023-03-13 21:50:05,474, P2047,pending
400,2023-03-13 21:50:05,474, P208e,pending
401,2023-03-13 23:32:54,474,P2048,storred
402,2023-03-13 23:32:54,474, P2047,storred
403,2023-03-13 23:32:56,474,P2048,pending
404,2023-03-13 23:32:56,474, P20f6,pending
405,2023-03-13 23:32:56,474, P208e,pending
406,2023-03-13 23:37:42,474,P2048,pending
407,2023-03-13 23:37:42,474, P20f6,pending
408,2023-03-13 23:37:42,474, P2047,pending
409,2023-03-13 23:37:42,474, P208e,pending
410,2023-03-13 23:50:32,420,P0300,storred
411,2023-03-14 01:15:38,420,P0300,storred
412,2023-03-14 02:38:31,474,P2048,storred
413,2023-03-14 02:38:31,474, P2047,storred
414,2023-03-14 02:38:34,474,P2048,pending
415,2023-03-14 02:38:34,474, P20f6,pending
416,2023-03-14 02:38:34,474, P2047,pending
417,2023-03-14 02:38:34,474, P208e,pending
418,2023-03-14 03:01:22,420,P0300,storred
419,2023-03-14 05:30:56,474,P2048,storred
420,2023-03-14 05:30:56,474, P2047,storred
421,2023-03-14 05:30:59,474,P2048,pending
422,2023-03-14 05:30:59,474, P20f6,pending
423,2023-03-14 05:30:59,474, P2047,pending
424,2023-03-14 05:30:59,474, P208e,pending
425,2023-03-14 06:38:43,474,P2048,storred
426,2023-03-14 06:38:43,474, P2047,storred
427,2023-03-14 06:38:45,474,P2048,pending
428,2023-03-14 06:38:45,474, P20f6,pending
429,2023-03-14 06:38:45,474, P2047,pending
430,2023-03-14 06:38:45,474, P208e,pending
431,2023-03-14 08:40:43,474,P2048,storred
432,2023-03-14 08:40:43,474, P2047,storred
433,2023-03-14 08:40:45,474,P2048,pending
434,2023-03-14 08:40:45,474, P20f6,pending
435,2023-03-14 08:42:28,474,P2048,pending
436,2023-03-14 08:42:28,474, P20f6,pending
437,2023-03-14 08:42:28,474, P2047,pending
438,2023-03-14 22:07:05,474,P2048,storred
439,2023-03-14 22:07:05,474, P2047,storred
440,2023-03-14 22:07:09,474,P2048,pending
441,2023-03-14 22:07:09,474, P20f6,pending
442,2023-03-14 22:07:09,474, P2047,pending
443,2023-03-15 01:07:31,474,P2048,storred
444,2023-03-15 01:07:31,474, P2047,storred
445,2023-03-15 01:07:33,474,P2048,pending
446,2023-03-15 01:07:33,474, P20f6,pending
447,2023-03-15 01:07:33,474, P2047,pending
448,2023-03-15 01:50:46,474,P2048,storred
449,2023-03-15 01:50:46,474, P2047,storred
450,2023-03-15 01:50:50,474,P2048,pending
451,2023-03-15 01:50:50,474, P20f6,pending
452,2023-03-15 01:50:50,474, P2047,pending
453,2023-03-15 03:22:42,474,P2048,storred
454,2023-03-15 03:22:42,474, P2047,storred
455,2023-03-15 03:22:44,474,P2048,pending
456,2023-03-15 03:22:44,474, P20f6,pending
457,2023-03-15 03:30:26,474,P2048,pending
458,2023-03-15 03:30:26,474, P20f6,pending
459,2023-03-15 03:30:26,474, P2047,pending
460,2023-03-15 04:50:59,539,P208e,pending
461,2023-03-15 05:01:31,539,P208e,pending
462,2023-03-15 07:07:12,474,P2048,storred
463,2023-03-15 07:07:12,474, P2047,storred
464,2023-03-15 07:07:14,474,P2048,pending
465,2023-03-15 07:07:14,474, P20f6,pending
466,2023-03-15 07:07:14,474, P2047,pending
467,2023-03-15 21:55:20,474,P2048,storred
468,2023-03-15 21:55:20,474, P2047,storred
469,2023-03-15 21:55:22,474,P2048,pending
470,2023-03-15 21:55:22,474, P20f6,pending
471,2023-03-15 21:55:22,474, P2047,pending
472,2023-03-15 22:30:05,474,P2048,pending
473,2023-03-15 22:30:05,474, P20f6,pending
474,2023-03-15 22:30:05,474, P2047,pending
475,2023-03-15 22:30:05,474, P208e,pending
476,2023-03-15 23:45:06,420,P0300,storred
477,2023-03-16 02:00:17,420,P0300,storred
478,2023-03-16 02:00:18,420,P0300,pending
479,2023-03-16 03:01:27,474,P2048,storred
480,2023-03-16 03:01:27,474, P2047,storred
481,2023-03-16 03:01:29,474,P2048,pending
482,2023-03-16 03:01:29,474, P20f6,pending
483,2023-03-16 03:01:29,474, P2047,pending
484,2023-03-16 03:01:29,474, P208e,pending
485,2023-03-16 06:32:37,474,P2048,storred
486,2023-03-16 06:32:37,474, P2047,storred
487,2023-03-16 06:32:40,474,P2048,pending
488,2023-03-16 06:32:40,474, P20f6,pending
489,2023-03-16 06:32:40,474, P2047,pending
490,2023-03-16 06:32:40,474, P208e,pending
491,2023-03-16 11:54:54,474,P2048,storred
492,2023-03-16 11:54:54,474, P2047,storred
493,2023-03-16 11:54:56,474,P2048,pending
494,2023-03-16 11:54:56,474, P20f6,pending
495,2023-03-16 22:07:39,474,P2048,storred
496,2023-03-16 22:07:39,474, P2047,storred
497,2023-03-16 22:07:43,474,P2048,pending
498,2023-03-16 22:07:43,474, P20f6,pending
499,2023-03-16 23:09:59,672,P24a2,pending
500,2023-03-17 01:34:05,672,P24a2,pending
501,2023-03-17 01:52:34,474,P2048,storred
502,2023-03-17 01:52:34,474, P2047,storred
503,2023-03-17 01:52:35,672,P24a2,pending
504,2023-03-17 01:52:37,474,P2048,pending
505,2023-03-17 01:52:37,474, P20f6,pending
506,2023-03-17 02:09:07,672,P24a2,pending
507,2023-03-17 02:51:49,672,P24a2,pending
508,2023-03-17 03:15:48,474,P2048,storred
509,2023-03-17 03:15:48,474, P2047,storred
510,2023-03-17 03:15:50,474,P2048,pending
511,2023-03-17 03:15:50,474, P20f6,pending
512,2023-03-17 03:38:17,420,P0300,storred
513,2023-03-17 03:38:19,420,P0300,pending
514,2023-03-17 03:47:41,474,P2048,storred
515,2023-03-17 03:47:41,474, P2047,storred
516,2023-03-17 03:47:43,474,P2048,pending
517,2023-03-17 03:47:43,474, P20f6,pending
518,2023-03-17 03:50:02,672,P24a2,pending
519,2023-03-17 05:15:51,672,P24a2,pending
520,2023-03-17 06:42:33,474,P2048,storred
521,2023-03-17 06:42:33,474, P2047,storred
522,2023-03-17 06:42:36,474,P2048,pending
523,2023-03-17 06:42:36,474, P20f6,pending
524,2023-03-17 06:42:36,474, P2047,pending
525,2023-03-17 08:41:12,672,P24a2,pending
526,2023-03-17 09:57:55,672,P24a2,pending
527,2023-03-17 11:06:59,672,P24a2,pending
528,2023-03-17 11:41:09,672,P24a2,pending
529,2023-03-17 13:17:10,672,P24a2,pending
530,2023-03-17 21:40:38,617,P24c7,pending
531,2023-03-17 21:52:10,617,P24c7,pending
532,2023-03-17 21:56:33,672,P24a2,pending
533,2023-03-17 23:41:16,474,P2048,storred
534,2023-03-17 23:41:16,474, P2047,storred
535,2023-03-17 23:41:19,474,P2048,pending
536,2023-03-17 23:41:19,474, P20f6,pending
537,2023-03-17 23:41:19,474, P2047,pending
538,2023-03-18 01:55:44,474,P2048,storred
539,2023-03-18 01:55:44,474, P2047,storred
540,2023-03-18 01:55:47,474,P2048,pending
541,2023-03-18 01:55:47,474, P20f6,pending
542,2023-03-18 01:55:47,474, P2047,pending
543,2023-03-18 02:41:55,474,P2048,storred
544,2023-03-18 02:41:55,474, P2047,storred
545,2023-03-18 02:41:58,474,P2048,pending
546,2023-03-18 06:50:51,474,P2048,storred
547,2023-03-18 06:50:51,474, P2047,storred
548,2023-03-18 06:50:54,474,P2048,pending
549,2023-03-21 21:55:00,474,P2048,storred
550,2023-03-21 21:55:00,474, P2047,storred
551,2023-03-21 21:55:03,474,P2048,pending
552,2023-03-21 21:59:36,474,P2048,pending
553,2023-03-21 21:59:36,474, P2047,pending
554,2023-03-21 22:15:13,456,P02e5,pending
555,2023-03-21 23:28:11,474,P2048,storred
556,2023-03-21 23:28:11,474, P2047,storred
557,2023-03-21 23:28:13,474,P2048,pending
558,2023-03-21 23:28:13,474, P2047,pending
559,2023-03-22 02:07:43,474,P2048,storred
560,2023-03-22 02:07:43,474, P2047,storred
561,2023-03-22 02:07:46,474,P2048,pending
562,2023-03-22 04:28:54,474,P2048,storred
563,2023-03-22 04:28:54,474, P2047,storred
564,2023-03-22 04:28:56,474,P2048,pending
565,2023-03-22 06:36:21,474,P2048,storred
566,2023-03-22 06:36:21,474, P2047,storred
567,2023-03-22 06:36:23,474,P2048,pending
568,2023-03-22 07:31:00,420,P0300,storred
569,2023-03-22 07:31:02,420,P0300,pending
570,2023-03-22 22:24:30,672,P2000,pending
571,2023-03-22 23:50:21,672,P2000,pending
572,2023-03-23 00:00:58,474,P2048,storred
573,2023-03-23 00:00:58,474, P2047,storred
